product_id,competitor_name,price,date_tracked
1001,BestBuy,770.15,2025-01-06
1001,Walmart,819.94,2025-01-06
1001,Newegg,879.34,2025-01-06
1001,Amazon,839.78,2025-01-05
1001,BestBuy,741.9,2025-01-05
1001,Walmart,874.09,2025-01-05
1001,Newegg,746.64,2025-01-05
1001,Amazon,737.43,2025-01-04
1001,BestBuy,678.6,2025-01-04
1001,Walmart,767.96,2025-01-04
1001,Newegg,661.73,2025-01-04
1001,Amazon,784.72,2025-01-03
1001,BestBuy,881.83,2025-01-03
1001,Walmart,811.97,2025-01-03
1001,Newegg,831.6,2025-01-03
1001,Amazon,786.35,2025-01-02
1001,BestBuy,877.61,2025-01-02
1001,Walmart,673.85,2025-01-02
1001,Newegg,824.97,2025-01-02
1001,Amazon,776.07,2025-01-01
1001,BestBuy,750.55,2025-01-01
1001,Walmart,871.55,2025-01-01
1001,Newegg,686.92,2025-01-01
1001,Amazon,876.93,2024-12-31
1001,BestBuy,726.16,2024-12-31
1001,Walmart,687.5,2024-12-31
1001,Newegg,773.57,2024-12-31
1001,Amazon,695.16,2024-12-30
1001,BestBuy,804.96,2024-12-30
1001,Walmart,789.73,2024-12-30
1001,Newegg,796.03,2024-12-30
1001,Amazon,820.95,2024-12-29
1001,BestBuy,716.63,2024-12-29
1001,Walmart,840.37,2024-12-29
1001,Newegg,743.05,2024-12-29
1001,Amazon,881.17,2024-12-28
1001,BestBuy,879.05,2024-12-28
1001,Walmart,839.64,2024-12-28
1001,Newegg,875.11,2024-12-28
1001,Amazon,859.12,2024-12-27
1001,BestBuy,794.43,2024-12-27
1001,Walmart,845.41,2024-12-27
1001,Newegg,818.52,2024-12-27
1002,Amazon,1747.52,2025-01-25
1002,BestBuy,1364.15,2025-01-25
1002,Walmart,1513.88,2025-01-25
1002,Newegg,1541.71,2025-01-25
1002,Amazon,1714.07,2025-01-24
1002,BestBuy,1653.21,2025-01-24
1002,Walmart,1442.97,2025-01-24
1002,Newegg,1387.05,2025-01-24
1002,Amazon,1450.0,2025-01-23
1002,BestBuy,1776.49,2025-01-23
1002,Walmart,1583.88,2025-01-23
1002,Newegg,1713.11,2025-01-23
1002,Amazon,1346.14,2025-01-22
1002,BestBuy,1613.68,2025-01-22
1002,Walmart,1680.91,2025-01-22
1002,Newegg,1423.24,2025-01-22
1002,Amazon,1379.35,2025-01-21
1002,BestBuy,1491.09,2025-01-21
1002,Walmart,1749.19,2025-01-21
1002,Newegg,1585.29,2025-01-21
1002,Amazon,1432.11,2025-01-20
1002,BestBuy,1714.12,2025-01-20
1002,Walmart,1466.02,2025-01-20
1002,Newegg,1545.32,2025-01-20
1002,Amazon,1421.31,2025-01-19
1002,BestBuy,1540.63,2025-01-19
1002,Walmart,1385.28,2025-01-19
1002,Newegg,1410.34,2025-01-19
1002,Amazon,1759.27,2025-01-18
1002,BestBuy,1759.03,2025-01-18
1002,Walmart,1680.11,2025-01-18
1002,Newegg,1796.29,2025-01-18
1002,Amazon,1448.76,2025-01-17
1002,BestBuy,1551.24,2025-01-17
1002,Walmart,1644.01,2025-01-17
1002,Newegg,1542.37,2025-01-17
1002,Amazon,1660.21,2025-01-16
1002,BestBuy,1379.91,2025-01-16
1002,Walmart,1363.29,2025-01-16
1002,Newegg,1652.38,2025-01-16
1002,Amazon,1423.42,2025-01-15
1002,BestBuy,1648.35,2025-01-15
1002,Walmart,1572.59,2025-01-15
1002,Newegg,1793.88,2025-01-15
1002,Amazon,1386.6,2025-01-14
1002,BestBuy,1620.51,2025-01-14
1002,Walmart,1613.71,2025-01-14
1002,Newegg,1810.98,2025-01-14
1002,Amazon,1572.47,2025-01-13
1002,BestBuy,1590.34,2025-01-13
1002,Walmart,1475.19,2025-01-13
1002,Newegg,1390.14,2025-01-13
1002,Amazon,1377.17,2025-01-12
1002,BestBuy,1781.91,2025-01-12
1002,Walmart,1787.05,2025-01-12
1002,Newegg,1407.74,2025-01-12
1002,Amazon,1360.98,2025-01-11
1002,BestBuy,1432.43,2025-01-11
1002,Walmart,1582.38,2025-01-11
1002,Newegg,1499.83,2025-01-11
1002,Amazon,1381.79,2025-01-10
1002,BestBuy,1625.18,2025-01-10
1002,Walmart,1635.21,2025-01-10
1002,Newegg,1565.07,2025-01-10
1002,Amazon,1447.93,2025-01-09
1002,BestBuy,1575.9,2025-01-09
1002,Walmart,1631.78,2025-01-09
1002,Newegg,1628.66,2025-01-09
1002,Amazon,1387.02,2025-01-08
1002,BestBuy,1620.54,2025-01-08
1002,Walmart,1420.94,2025-01-08
1002,Newegg,1359.86,2025-01-08
1002,Amazon,1413.14,2025-01-07
1002,BestBuy,1789.06,2025-01-07
1002,Walmart,1588.89,2025-01-07
1002,Newegg,1771.84,2025-01-07
1002,Amazon,1684.93,2025-01-06
1002,BestBuy,1738.36,2025-01-06
1002,Walmart,1719.07,2025-01-06
1002,Newegg,1744.39,2025-01-06
1002,Amazon,1722.49,2025-01-05
1002,BestBuy,1465.95,2025-01-05
1002,Walmart,1439.48,2025-01-05
1002,Newegg,1698.07,2025-01-05
1002,Amazon,1508.34,2025-01-04
1002,BestBuy,1799.07,2025-01-04
1002,Walmart,1571.87,2025-01-04
1002,Newegg,1468.48,2025-01-04
1002,Amazon,1511.17,2025-01-03
1002,BestBuy,1506.59,2025-01-03
1002,Walmart,1526.45,2025-01-03
1002,Newegg,1693.03,2025-01-03
1002,Amazon,1499.78,2025-01-02
1002,BestBuy,1466.99,2025-01-02
1002,Walmart,1423.05,2025-01-02
1002,Newegg,1368.43,2025-01-02
1002,Amazon,1503.73,2025-01-01
1002,BestBuy,1735.41,2025-01-01
1002,Walmart,1661.69,2025-01-01
1002,Newegg,1538.32,2025-01-01
1002,Amazon,1424.23,2024-12-31
1002,BestBuy,1465.93,2024-12-31
1002,Walmart,1456.03,2024-12-31
1002,Newegg,1568.9,2024-12-31
1002,Amazon,1368.38,2024-12-30
1002,BestBuy,1517.31,2024-12-30
1002,Walmart,1590.64,2024-12-30
1002,Newegg,1489.41,2024-12-30
1002,Amazon,1514.16,2024-12-29
1002,BestBuy,1419.8,2024-12-29
1002,Walmart,1756.87,2024-12-29
1002,Newegg,1357.53,2024-12-29
1002,Amazon,1349.68,2024-12-28
1002,BestBuy,1743.26,2024-12-28
1002,Walmart,1716.25,2024-12-28
1002,Newegg,1544.4,2024-12-28
1002,Amazon,1438.64,2024-12-27
1002,BestBuy,1382.23,2024-12-27
1002,Walmart,1632.87,2024-12-27
1002,Newegg,1725.05,2024-12-27
1003,Amazon,630.36,2025-01-25
1003,BestBuy,626.35,2025-01-25
1003,Walmart,698.64,2025-01-25
1003,Newegg,650.19,2025-01-25
1003,Amazon,560.69,2025-01-24
1003,BestBuy,637.45,2025-01-24
1003,Walmart,562.03,2025-01-24
1003,Newegg,658.51,2025-01-24
1003,Amazon,673.69,2025-01-23
1003,BestBuy,661.88,2025-01-23
1003,Walmart,685.75,2025-01-23
1003,Newegg,651.7,2025-01-23
1003,Amazon,535.78,2025-01-22
1003,BestBuy,590.85,2025-01-22
1003,Walmart,706.75,2025-01-22
1003,Newegg,677.78,2025-01-22
1003,Amazon,704.82,2025-01-21
1003,BestBuy,536.02,2025-01-21
1003,Walmart,692.18,2025-01-21
1003,Newegg,574.29,2025-01-21
1003,Amazon,614.13,2025-01-20
1003,BestBuy,537.64,2025-01-20
1003,Walmart,686.0,2025-01-20
1003,Newegg,657.26,2025-01-20
1003,Amazon,693.14,2025-01-19
1003,BestBuy,546.95,2025-01-19
1003,Walmart,584.06,2025-01-19
1003,Newegg,576.37,2025-01-19
1003,Amazon,568.6,2025-01-18
1003,BestBuy,572.96,2025-01-18
1003,Walmart,709.66,2025-01-18
1003,Newegg,621.39,2025-01-18
1003,Amazon,545.4,2025-01-17
1003,BestBuy,723.15,2025-01-17
1003,Walmart,560.53,2025-01-17
1003,Newegg,713.61,2025-01-17
1003,Amazon,584.14,2025-01-16
1003,BestBuy,702.84,2025-01-16
1003,Walmart,599.67,2025-01-16
1003,Newegg,603.96,2025-01-16
1003,Amazon,651.21,2025-01-15
1003,BestBuy,588.18,2025-01-15
1003,Walmart,697.02,2025-01-15
1003,Newegg,616.82,2025-01-15
1003,Amazon,630.06,2025-01-14
1003,BestBuy,602.61,2025-01-14
1003,Walmart,627.37,2025-01-14
1003,Newegg,640.79,2025-01-14
1003,Amazon,697.33,2025-01-13
1003,BestBuy,650.46,2025-01-13
1003,Walmart,719.6,2025-01-13
1003,Newegg,646.17,2025-01-13
1003,Amazon,547.86,2025-01-12
1003,BestBuy,686.65,2025-01-12
1003,Walmart,701.03,2025-01-12
1003,Newegg,550.74,2025-01-12
1003,Amazon,680.13,2025-01-11
1003,BestBuy,710.96,2025-01-11
1003,Walmart,647.28,2025-01-11
1003,Newegg,691.15,2025-01-11
1003,Amazon,558.38,2025-01-10
1003,BestBuy,683.64,2025-01-10
1003,Walmart,674.04,2025-01-10
1003,Newegg,678.22,2025-01-10
1003,Amazon,545.56,2025-01-09
1003,BestBuy,701.74,2025-01-09
1003,Walmart,702.33,2025-01-09
1003,Newegg,659.31,2025-01-09
1003,Amazon,697.46,2025-01-08
1003,BestBuy,536.55,2025-01-08
1003,Walmart,552.26,2025-01-08
1003,Newegg,708.16,2025-01-08
1003,Amazon,581.11,2025-01-07
1003,BestBuy,631.55,2025-01-07
1003,Walmart,614.77,2025-01-07
1003,Newegg,635.59,2025-01-07
1003,Amazon,698.02,2025-01-06
1003,BestBuy,663.56,2025-01-06
1003,Walmart,648.12,2025-01-06
1003,Newegg,564.23,2025-01-06
1003,Amazon,660.14,2025-01-05
1003,BestBuy,571.5,2025-01-05
1003,Walmart,629.59,2025-01-05
1003,Newegg,688.05,2025-01-05
1003,Amazon,555.83,2025-01-04
1003,BestBuy,681.57,2025-01-04
1003,Walmart,537.02,2025-01-04
1003,Newegg,698.02,2025-01-04
1003,Amazon,547.03,2025-01-03
1003,BestBuy,664.56,2025-01-03
1003,Walmart,656.37,2025-01-03
1003,Newegg,538.31,2025-01-03
1003,Amazon,624.38,2025-01-02
1003,BestBuy,635.85,2025-01-02
1003,Walmart,565.26,2025-01-02
1003,Newegg,590.54,2025-01-02
1003,Amazon,720.37,2025-01-01
1003,BestBuy,694.35,2025-01-01
1003,Walmart,592.49,2025-01-01
1003,Newegg,639.9,2025-01-01
1003,Amazon,563.35,2024-12-31
1003,BestBuy,591.89,2024-12-31
1003,Walmart,699.38,2024-12-31
1003,Newegg,601.46,2024-12-31
1003,Amazon,677.79,2024-12-30
1003,BestBuy,650.57,2024-12-30
1003,Walmart,710.87,2024-12-30
1003,Newegg,661.53,2024-12-30
1003,Amazon,542.07,2024-12-29
1003,BestBuy,570.08,2024-12-29
1003,Walmart,587.07,2024-12-29
1003,Newegg,592.45,2024-12-29
1003,Amazon,546.11,2024-12-28
1003,BestBuy,679.1,2024-12-28
1003,Walmart,641.75,2024-12-28
1003,Newegg,554.35,2024-12-28
1003,Amazon,598.85,2024-12-27
1003,BestBuy,636.83,2024-12-27
1003,Walmart,547.2,2024-12-27
1003,Newegg,686.81,2024-12-27
1004,Amazon,414.01,2025-01-25
1004,BestBuy,344.9,2025-01-25
1004,Walmart,411.3,2025-01-25
1004,Newegg,333.78,2025-01-25
1004,Amazon,384.85,2025-01-24
1004,BestBuy,357.35,2025-01-24
1004,Walmart,396.57,2025-01-24
1004,Newegg,379.52,2025-01-24
1004,Amazon,445.33,2025-01-23
1004,BestBuy,418.39,2025-01-23
1004,Walmart,351.16,2025-01-23
1004,Newegg,346.04,2025-01-23
1004,Amazon,399.75,2025-01-22
1004,BestBuy,424.74,2025-01-22
1004,Walmart,391.21,2025-01-22
1004,Newegg,387.42,2025-01-22
1004,Amazon,392.61,2025-01-21
1004,BestBuy,363.64,2025-01-21
1004,Walmart,410.24,2025-01-21
1004,Newegg,403.67,2025-01-21
1004,Amazon,444.89,2025-01-20
1004,BestBuy,384.07,2025-01-20
1004,Walmart,374.02,2025-01-20
1004,Newegg,442.9,2025-01-20
1004,Amazon,445.0,2025-01-19
1004,BestBuy,402.82,2025-01-19
1004,Walmart,367.03,2025-01-19
1004,Newegg,345.3,2025-01-19
1004,Amazon,389.13,2025-01-18
1004,BestBuy,334.79,2025-01-18
1004,Walmart,413.38,2025-01-18
1004,Newegg,338.27,2025-01-18
1004,Amazon,381.64,2025-01-17
1004,BestBuy,396.61,2025-01-17
1004,Walmart,364.45,2025-01-17
1004,Newegg,401.95,2025-01-17
1004,Amazon,373.38,2025-01-16
1004,BestBuy,442.7,2025-01-16
1004,Walmart,396.33,2025-01-16
1004,Newegg,397.62,2025-01-16
1004,Amazon,386.27,2025-01-15
1004,BestBuy,368.04,2025-01-15
1004,Walmart,382.2,2025-01-15
1004,Newegg,408.43,2025-01-15
1004,Amazon,409.08,2025-01-14
1004,BestBuy,395.06,2025-01-14
1004,Walmart,403.14,2025-01-14
1004,Newegg,335.04,2025-01-14
1004,Amazon,362.81,2025-01-13
1004,BestBuy,430.5,2025-01-13
1004,Walmart,346.07,2025-01-13
1004,Newegg,407.05,2025-01-13
1004,Amazon,359.25,2025-01-12
1004,BestBuy,390.8,2025-01-12
1004,Walmart,442.19,2025-01-12
1004,Newegg,422.94,2025-01-12
1004,Amazon,371.13,2025-01-11
1004,BestBuy,342.53,2025-01-11
1004,Walmart,356.68,2025-01-11
1004,Newegg,389.04,2025-01-11
1004,Amazon,398.99,2025-01-10
1004,BestBuy,349.04,2025-01-10
1004,Walmart,366.26,2025-01-10
1004,Newegg,406.94,2025-01-10
1004,Amazon,376.05,2025-01-09
1004,BestBuy,411.31,2025-01-09
1004,Walmart,383.03,2025-01-09
1004,Newegg,396.33,2025-01-09
1004,Amazon,419.44,2025-01-08
1004,BestBuy,407.82,2025-01-08
1004,Walmart,396.82,2025-01-08
1004,Newegg,428.15,2025-01-08
1004,Amazon,387.67,2025-01-07
1004,BestBuy,332.26,2025-01-07
1004,Walmart,400.19,2025-01-07
1004,Newegg,438.92,2025-01-07
1004,Amazon,415.91,2025-01-06
1004,BestBuy,394.77,2025-01-06
1004,Walmart,448.25,2025-01-06
1004,Newegg,412.32,2025-01-06
1004,Amazon,406.49,2025-01-05
1004,BestBuy,384.82,2025-01-05
1004,Walmart,429.94,2025-01-05
1004,Newegg,333.95,2025-01-05
1004,Amazon,340.3,2025-01-04
1004,BestBuy,341.83,2025-01-04
1004,Walmart,347.59,2025-01-04
1004,Newegg,431.11,2025-01-04
1004,Amazon,414.32,2025-01-03
1004,BestBuy,347.02,2025-01-03
1004,Walmart,420.04,2025-01-03
1004,Newegg,424.51,2025-01-03
1004,Amazon,344.94,2025-01-02
1004,BestBuy,400.58,2025-01-02
1004,Walmart,352.07,2025-01-02
1004,Newegg,405.23,2025-01-02
1004,Amazon,369.58,2025-01-01
1004,BestBuy,421.33,2025-01-01
1004,Walmart,394.5,2025-01-01
1004,Newegg,354.5,2025-01-01
1004,Amazon,395.3,2024-12-31
1004,BestBuy,402.85,2024-12-31
1004,Walmart,416.7,2024-12-31
1004,Newegg,419.94,2024-12-31
1004,Amazon,355.74,2024-12-30
1004,BestBuy,353.84,2024-12-30
1004,Walmart,421.04,2024-12-30
1004,Newegg,415.67,2024-12-30
1004,Amazon,432.19,2024-12-29
1004,BestBuy,417.86,2024-12-29
1004,Walmart,334.66,2024-12-29
1004,Newegg,353.87,2024-12-29
1004,Amazon,341.18,2024-12-28
1004,BestBuy,432.88,2024-12-28
1004,Walmart,432.46,2024-12-28
1004,Newegg,411.0,2024-12-28
1004,Amazon,426.54,2024-12-27
1004,BestBuy,350.5,2024-12-27
1004,Walmart,432.35,2024-12-27
1004,Newegg,401.21,2024-12-27
1005,Amazon,740.96,2025-01-25
1005,BestBuy,923.04,2025-01-25
1005,Walmart,821.41,2025-01-25
1005,Newegg,971.2,2025-01-25
1005,Amazon,771.01,2025-01-24
1005,BestBuy,777.73,2025-01-24
1005,Walmart,851.57,2025-01-24
1005,Newegg,744.76,2025-01-24
1005,Amazon,729.51,2025-01-23
1005,BestBuy,809.98,2025-01-23
1005,Walmart,968.66,2025-01-23
1005,Newegg,785.33,2025-01-23
1005,Amazon,850.8,2025-01-22
1005,BestBuy,912.88,2025-01-22
1005,Walmart,858.93,2025-01-22
1005,Newegg,761.44,2025-01-22
1005,Amazon,749.67,2025-01-21
1005,BestBuy,877.72,2025-01-21
1005,Walmart,951.32,2025-01-21
1005,Newegg,735.77,2025-01-21
1005,Amazon,796.02,2025-01-20
1005,BestBuy,865.89,2025-01-20
1005,Walmart,781.12,2025-01-20
1005,Newegg,734.48,2025-01-20
1005,Amazon,799.39,2025-01-19
1005,BestBuy,780.39,2025-01-19
1005,Walmart,815.23,2025-01-19
1005,Newegg,930.77,2025-01-19
1005,Amazon,873.25,2025-01-18
1005,BestBuy,855.85,2025-01-18
1005,Walmart,941.82,2025-01-18
1005,Newegg,770.23,2025-01-18
1005,Amazon,756.63,2025-01-17
1005,BestBuy,740.27,2025-01-17
1005,Walmart,743.44,2025-01-17
1005,Newegg,896.62,2025-01-17
1005,Amazon,930.75,2025-01-16
1005,BestBuy,834.43,2025-01-16
1005,Walmart,864.62,2025-01-16
1005,Newegg,934.42,2025-01-16
1005,Amazon,754.99,2025-01-15
1005,BestBuy,928.78,2025-01-15
1005,Walmart,905.71,2025-01-15
1005,Newegg,908.36,2025-01-15
1005,Amazon,916.46,2025-01-14
1005,BestBuy,791.34,2025-01-14
1005,Walmart,744.63,2025-01-14
1005,Newegg,735.8,2025-01-14
1005,Amazon,981.44,2025-01-13
1005,BestBuy,825.68,2025-01-13
1005,Walmart,738.07,2025-01-13
1005,Newegg,748.05,2025-01-13
1005,Amazon,846.41,2025-01-12
1005,BestBuy,765.57,2025-01-12
1005,Walmart,941.39,2025-01-12
1005,Newegg,814.34,2025-01-12
1005,Amazon,815.52,2025-01-11
1005,BestBuy,971.36,2025-01-11
1005,Walmart,909.31,2025-01-11
1005,Newegg,810.9,2025-01-11
1005,Amazon,824.86,2025-01-10
1005,BestBuy,952.63,2025-01-10
1005,Walmart,901.02,2025-01-10
1005,Newegg,933.61,2025-01-10
1005,Amazon,795.67,2025-01-09
1005,BestBuy,952.31,2025-01-09
1005,Walmart,874.49,2025-01-09
1005,Newegg,862.12,2025-01-09
1005,Amazon,821.54,2025-01-08
1005,BestBuy,811.09,2025-01-08
1005,Walmart,888.57,2025-01-08
1005,Newegg,759.34,2025-01-08
1005,Amazon,775.85,2025-01-07
1005,BestBuy,944.02,2025-01-07
1005,Walmart,935.78,2025-01-07
1005,Newegg,968.49,2025-01-07
1005,Amazon,828.08,2025-01-06
1005,BestBuy,728.01,2025-01-06
1005,Walmart,734.87,2025-01-06
1005,Newegg,967.48,2025-01-06
1005,Amazon,884.96,2025-01-05
1005,BestBuy,929.88,2025-01-05
1005,Walmart,888.81,2025-01-05
1005,Newegg,788.01,2025-01-05
1005,Amazon,916.53,2025-01-04
1005,BestBuy,782.68,2025-01-04
1005,Walmart,937.86,2025-01-04
1005,Newegg,815.51,2025-01-04
1005,Amazon,881.55,2025-01-03
1005,BestBuy,743.62,2025-01-03
1005,Walmart,899.62,2025-01-03
1005,Newegg,791.23,2025-01-03
1005,Amazon,925.58,2025-01-02
1005,BestBuy,729.76,2025-01-02
1005,Walmart,970.66,2025-01-02
1005,Newegg,798.51,2025-01-02
1005,Amazon,934.81,2025-01-01
1005,BestBuy,838.85,2025-01-01
1005,Walmart,820.39,2025-01-01
1005,Newegg,877.06,2025-01-01
1005,Amazon,794.2,2024-12-31
1005,BestBuy,871.96,2024-12-31
1005,Walmart,804.22,2024-12-31
1005,Newegg,948.93,2024-12-31
1005,Amazon,916.41,2024-12-30
1005,BestBuy,812.39,2024-12-30
1005,Walmart,936.24,2024-12-30
1005,Newegg,816.18,2024-12-30
1005,Amazon,922.19,2024-12-29
1005,BestBuy,914.5,2024-12-29
1005,Walmart,978.37,2024-12-29
1005,Newegg,771.68,2024-12-29
1005,Amazon,826.69,2024-12-28
1005,BestBuy,939.66,2024-12-28
1005,Walmart,817.95,2024-12-28
1005,Newegg,899.77,2024-12-28
1005,Amazon,868.58,2024-12-27
1005,BestBuy,906.41,2024-12-27
1005,Walmart,813.04,2024-12-27
