user_id,product_id,event_type,event_timestamp,session_duration,quantity,price_paid,rating,review_text
5315,1030,purchase,2024-10-28 10:47:31,,1.0,961.28,,
5451,1037,purchase,2024-10-28 10:47:31,,2.0,2984.13,,
5731,1011,browse,2024-10-28 10:47:31,10.0,,,,
5026,1015,browse,2024-10-28 10:47:31,432.0,,,,
5542,1004,browse,2024-10-28 10:47:31,266.0,,,,
5660,1044,browse,2024-10-28 10:47:31,482.0,,,,
5603,1014,browse,2024-10-28 10:47:31,265.0,,,,
5444,1002,browse,2024-10-28 10:47:31,90.0,,,,
5009,1047,browse,2024-10-28 10:47:31,456.0,,,,
5738,1015,browse,2024-10-28 10:47:31,153.0,,,,
5040,1023,browse,2024-10-28 10:47:31,267.0,,,,
5653,1007,browse,2024-10-28 10:47:31,97.0,,,,
5941,1027,browse,2024-10-28 10:47:31,565.0,,,,
5445,1034,browse,2024-10-28 10:47:31,537.0,,,,
5168,1047,browse,2024-10-28 10:47:31,102.0,,,,
5860,1033,review,2024-10-28 10:47:31,,,,1.0,Piece sing front manage how itself so another really bring.
5989,1028,purchase,2024-10-28 10:47:31,,2.0,2398.83,,
5993,1005,purchase,2024-10-28 10:47:31,,1.0,823.25,,
5974,1003,purchase,2024-10-28 10:47:31,,2.0,664.69,,
5320,1008,browse,2024-10-28 10:47:31,299.0,,,,
5126,1008,purchase,2024-10-28 10:47:31,,2.0,1882.65,,
5538,1019,browse,2024-10-28 10:47:31,124.0,,,,
5730,1010,browse,2024-10-28 10:47:31,439.0,,,,
5564,1025,purchase,2024-10-28 10:47:31,,1.0,1276.95,,
5964,1017,browse,2024-10-28 10:47:31,240.0,,,,
5225,1039,browse,2024-10-28 10:47:31,189.0,,,,
5851,1042,purchase,2024-10-28 10:47:31,,1.0,2203.39,,
5235,1015,browse,2024-10-28 10:47:31,244.0,,,,
5216,1042,browse,2024-10-28 10:47:31,183.0,,,,
5346,1038,purchase,2024-10-28 10:47:31,,2.0,1657.15,,
5341,1037,purchase,2024-10-28 10:47:31,,1.0,2892.0,,
5763,1028,browse,2024-10-28 10:47:31,331.0,,,,
5349,1034,browse,2024-10-28 10:47:31,72.0,,,,
5873,1046,browse,2024-10-28 10:47:31,579.0,,,,
5632,1040,browse,2024-10-28 10:47:31,372.0,,,,
5804,1009,purchase,2024-10-28 10:47:31,,1.0,3514.39,,
5310,1003,purchase,2024-10-28 10:47:31,,2.0,570.21,,
5661,1039,purchase,2024-10-28 10:47:31,,1.0,1056.83,,
5201,1038,browse,2024-10-28 10:47:31,315.0,,,,
5130,1018,browse,2024-10-28 10:47:31,511.0,,,,
5613,1016,purchase,2024-10-28 10:47:31,,1.0,1497.92,,
5258,1031,browse,2024-10-28 10:47:31,179.0,,,,
5870,1011,browse,2024-10-28 10:47:31,495.0,,,,
5089,1027,purchase,2024-10-28 10:47:31,,2.0,693.6,,
5744,1030,review,2024-10-28 10:47:31,,,,5.0,Itself wear song lawyer rest natural much sense.
5780,1049,browse,2024-10-28 10:47:31,132.0,,,,
5745,1026,browse,2024-10-28 10:47:31,114.0,,,,
5750,1001,browse,2024-10-28 10:47:31,569.0,,,,
5036,1018,browse,2024-10-28 10:47:31,138.0,,,,
5053,1005,browse,2024-10-28 10:47:31,431.0,,,,
5242,1002,purchase,2024-10-28 10:47:31,,1.0,1365.25,,
5881,1028,purchase,2024-10-28 10:47:31,,1.0,2708.95,,
5914,1023,purchase,2024-10-28 10:47:31,,2.0,1034.9,,
5536,1011,purchase,2024-10-28 10:47:31,,2.0,3923.22,,
5337,1038,browse,2024-10-28 10:47:31,558.0,,,,
5171,1046,browse,2024-10-28 10:47:31,226.0,,,,
5896,1047,purchase,2024-10-28 10:47:31,,1.0,430.4,,
5546,1025,browse,2024-10-28 10:47:31,472.0,,,,
5640,1007,purchase,2024-10-28 10:47:31,,1.0,291.63,,
5539,1046,purchase,2024-10-28 10:47:31,,1.0,856.65,,
5886,1015,purchase,2024-10-28 10:47:31,,1.0,2299.91,,
5973,1032,browse,2024-10-28 10:47:31,27.0,,,,
5990,1019,browse,2024-10-28 10:47:31,493.0,,,,
5822,1017,purchase,2024-10-28 10:47:31,,1.0,1082.54,,
5952,1048,browse,2024-10-28 10:47:31,19.0,,,,
5634,1031,review,2024-10-28 10:47:31,,,,3.0,Tell also human source season it traditional democratic Congress piece forget factor include.
5977,1034,browse,2024-10-28 10:47:31,590.0,,,,
5328,1032,purchase,2024-10-28 10:47:31,,2.0,614.15,,
5959,1018,browse,2024-10-28 10:47:31,392.0,,,,
5867,1020,browse,2024-10-28 10:47:31,368.0,,,,
5311,1009,browse,2024-10-28 10:47:31,145.0,,,,
5316,1026,browse,2024-10-28 10:47:31,217.0,,,,
5029,1010,browse,2024-10-28 10:47:31,453.0,,,,
5598,1024,purchase,2024-10-28 10:47:31,,1.0,2607.68,,
5158,1042,purchase,2024-10-28 10:47:31,,2.0,2406.16,,
5169,1019,browse,2024-10-28 10:47:31,51.0,,,,
5672,1029,browse,2024-10-28 10:47:31,202.0,,,,
5156,1046,browse,2024-10-28 10:47:31,329.0,,,,
5910,1023,browse,2024-10-28 10:47:31,434.0,,,,
5355,1032,browse,2024-10-28 10:47:31,129.0,,,,
5841,1002,purchase,2024-10-28 10:47:31,,1.0,1815.78,,
5806,1021,browse,2024-10-28 10:47:31,463.0,,,,
5609,1031,review,2024-10-28 10:47:31,,,,3.0,Occur recently again service cost thus a industry who note any fear throw.
5649,1007,purchase,2024-10-28 10:47:31,,2.0,256.74,,
5050,1026,purchase,2024-10-28 10:47:31,,1.0,650.37,,
5507,1041,purchase,2024-10-28 10:47:31,,2.0,810.1,,
5076,1043,review,2024-10-28 10:47:31,,,,4.0,Ground exist bank phone environment use upon boy as able actually claim close.
5778,1003,purchase,2024-10-28 10:47:31,,2.0,574.67,,
5012,1020,review,2024-10-28 10:47:31,,,,3.0,Production do meeting which similar decade also.
5284,1034,browse,2024-10-28 10:47:31,459.0,,,,
5952,1023,browse,2024-10-28 10:47:31,269.0,,,,
5030,1015,browse,2024-10-28 10:47:31,34.0,,,,
5658,1024,browse,2024-10-28 10:47:31,500.0,,,,
5233,1038,purchase,2024-10-28 10:47:31,,1.0,1339.52,,
5829,1023,review,2024-10-28 10:47:31,,,,2.0,Above all bag remember film result garden walk huge blue movement firm.
5472,1021,browse,2024-10-28 10:47:31,88.0,,,,
5894,1018,browse,2024-10-28 10:47:31,243.0,,,,
5886,1030,browse,2024-10-28 10:47:31,369.0,,,,
5180,1025,browse,2024-10-28 10:47:31,472.0,,,,
5274,1018,purchase,2024-10-28 10:47:31,,2.0,1449.34,,
5843,1027,review,2024-10-28 10:47:31,,,,2.0,Suffer once agreement company material speak address everyone hard.
5494,1014,browse,2024-10-28 10:47:31,176.0,,,,
5203,1023,browse,2024-10-28 10:47:31,539.0,,,,
5371,1029,browse,2024-10-28 10:47:31,586.0,,,,
5610,1035,browse,2024-10-28 10:47:31,136.0,,,,
5377,1042,browse,2024-10-28 10:47:31,339.0,,,,
5255,1040,review,2024-10-28 10:47:31,,,,3.0,Produce woman very food study cover lay.
5546,1000,browse,2024-10-28 10:47:31,283.0,,,,
5172,1018,purchase,2024-10-28 10:47:31,,1.0,1174.47,,
5543,1003,browse,2024-10-28 10:47:31,99.0,,,,
5212,1032,browse,2024-10-28 10:47:31,48.0,,,,
5860,1034,browse,2024-10-28 10:47:31,169.0,,,,
5555,1009,browse,2024-10-28 10:47:31,563.0,,,,
5563,1045,purchase,2024-10-28 10:47:31,,1.0,731.19,,
5840,1040,purchase,2024-10-28 10:47:31,,1.0,571.21,,
5760,1048,browse,2024-10-28 10:47:31,403.0,,,,
5540,1037,purchase,2024-10-28 10:47:31,,2.0,2905.69,,
5143,1039,browse,2024-10-28 10:47:31,312.0,,,,
5060,1022,browse,2024-10-28 10:47:31,326.0,,,,
5230,1022,purchase,2024-10-28 10:47:31,,2.0,4022.46,,
5804,1021,browse,2024-10-28 10:47:31,201.0,,,,
5847,1011,purchase,2024-10-28 10:47:31,,1.0,3970.2,,
5404,1001,browse,2024-10-28 10:47:31,444.0,,,,
5631,1009,review,2024-10-28 10:47:31,,,,3.0,Bag simple management another fear worker management political treat successful visit.
5254,1021,purchase,2024-10-28 10:47:31,,1.0,3063.95,,
5902,1021,browse,2024-10-28 10:47:31,110.0,,,,
5956,1009,browse,2024-10-28 10:47:31,91.0,,,,
5875,1047,browse,2024-10-28 10:47:31,228.0,,,,
5181,1006,browse,2024-10-28 10:47:31,42.0,,,,
5953,1042,browse,2024-10-28 10:47:31,214.0,,,,
5736,1000,browse,2024-10-28 10:47:31,67.0,,,,
5017,1026,browse,2024-10-28 10:47:31,114.0,,,,
5513,1027,review,2024-10-28 10:47:31,,,,4.0,Policy test institution organization security later finally story cold character.
5256,1031,review,2024-10-28 10:47:31,,,,1.0,Central into official cup under return.
5635,1026,purchase,2024-10-28 10:47:31,,2.0,698.7,,
5794,1034,review,2024-10-28 10:47:31,,,,5.0,Those father contain stock citizen provide.
5530,1014,browse,2024-10-28 10:47:31,525.0,,,,
5354,1012,browse,2024-10-28 10:47:31,583.0,,,,
5982,1027,browse,2024-10-28 10:47:31,228.0,,,,
5935,1031,purchase,2024-10-28 10:47:31,,1.0,3592.71,,
5769,1037,browse,2024-10-28 10:47:31,300.0,,,,
5290,1033,browse,2024-10-29 10:47:31,591.0,,,,
5817,1047,review,2024-10-29 10:47:31,,,,2.0,Court beautiful box recent significant watch present summer lose quality moment rock.
5920,1025,purchase,2024-10-29 10:47:31,,2.0,1182.3,,
5680,1017,browse,2024-10-29 10:47:31,349.0,,,,
5479,1036,purchase,2024-10-29 10:47:31,,1.0,770.87,,
5297,1026,browse,2024-10-29 10:47:31,417.0,,,,
5157,1022,browse,2024-10-29 10:47:31,133.0,,,,
5218,1030,browse,2024-10-29 10:47:31,39.0,,,,
5245,1001,browse,2024-10-29 10:47:31,83.0,,,,
5611,1004,browse,2024-10-29 10:47:31,104.0,,,,
5104,1047,browse,2024-10-29 10:47:31,512.0,,,,
5431,1026,browse,2024-10-29 10:47:31,76.0,,,,
5142,1011,browse,2024-10-29 10:47:31,192.0,,,,
5903,1012,browse,2024-10-29 10:47:31,32.0,,,,
5159,1024,purchase,2024-10-29 10:47:31,,1.0,2186.24,,
5066,1022,purchase,2024-10-29 10:47:31,,1.0,3191.84,,
5278,1049,purchase,2024-10-29 10:47:31,,2.0,2820.43,,
5036,1004,review,2024-10-29 10:47:31,,,,5.0,Cell why less fill name several.
5118,1016,browse,2024-10-29 10:47:31,197.0,,,,
5849,1040,browse,2024-10-29 10:47:31,516.0,,,,
5470,1012,browse,2024-10-29 10:47:31,62.0,,,,
5115,1013,review,2024-10-29 10:47:31,,,,1.0,Sound friend make go nation professional effect learn still.
5859,1034,browse,2024-10-29 10:47:31,598.0,,,,
5398,1041,purchase,2024-10-29 10:47:31,,2.0,942.47,,
5978,1000,purchase,2024-10-29 10:47:31,,1.0,567.94,,
5184,1012,browse,2024-10-29 10:47:31,15.0,,,,
5187,1029,browse,2024-10-29 10:47:31,543.0,,,,
5532,1044,review,2024-10-29 10:47:31,,,,3.0,Movement magazine study American there nice black.
5112,1043,purchase,2024-10-29 10:47:31,,2.0,1447.34,,
5839,1027,browse,2024-10-29 10:47:31,46.0,,,,
5492,1005,purchase,2024-10-29 10:47:31,,2.0,698.79,,
5554,1049,browse,2024-10-29 10:47:31,47.0,,,,
5631,1024,browse,2024-10-29 10:47:31,357.0,,,,
5393,1035,browse,2024-10-29 10:47:31,505.0,,,,
5789,1008,browse,2024-10-29 10:47:31,177.0,,,,
5960,1032,browse,2024-10-29 10:47:31,89.0,,,,
5459,1006,browse,2024-10-29 10:47:31,38.0,,,,
5406,1019,browse,2024-10-29 10:47:31,544.0,,,,
5682,1016,browse,2024-10-29 10:47:31,415.0,,,,
5071,1016,browse,2024-10-29 10:47:31,297.0,,,,
5784,1022,browse,2024-10-29 10:47:31,114.0,,,,
5350,1010,review,2024-10-29 10:47:31,,,,3.0,Control response and quality memory understand politics religious challenge place.
5876,1012,browse,2024-10-29 10:47:31,589.0,,,,
5234,1013,browse,2024-10-29 10:47:31,80.0,,,,
5228,1037,browse,2024-10-29 10:47:31,84.0,,,,
5609,1047,review,2024-10-29 10:47:31,,,,1.0,Mouth military hold art set woman address listen might.
5462,1034,browse,2024-10-29 10:47:31,84.0,,,,
5480,1000,browse,2024-10-29 10:47:31,595.0,,,,
5061,1004,purchase,2024-10-29 10:47:31,,1.0,394.31,,
5312,1010,browse,2024-10-29 10:47:31,537.0,,,,
5125,1013,browse,2024-10-29 10:47:31,88.0,,,,
5927,1012,browse,2024-10-29 10:47:31,509.0,,,,
5440,1002,browse,2024-10-29 10:47:31,579.0,,,,
5254,1026,browse,2024-10-29 10:47:31,506.0,,,,
5470,1038,purchase,2024-10-29 10:47:31,,2.0,1314.12,,
5459,1009,browse,2024-10-29 10:47:31,345.0,,,,
5956,1015,browse,2024-10-29 10:47:31,319.0,,,,
5929,1012,browse,2024-10-29 10:47:31,102.0,,,,
5035,1020,purchase,2024-10-29 10:47:31,,2.0,1244.21,,
5918,1022,purchase,2024-10-29 10:47:31,,2.0,3460.03,,
5869,1036,review,2024-10-29 10:47:31,,,,2.0,Ground while action teacher service record anything floor front television us trade get.
5346,1012,browse,2024-10-29 10:47:31,312.0,,,,
5113,1041,review,2024-10-29 10:47:31,,,,4.0,Pick create be surface data federal job past different.
5405,1039,purchase,2024-10-29 10:47:31,,2.0,968.52,,
5848,1012,browse,2024-10-29 10:47:31,30.0,,,,
5418,1042,browse,2024-10-29 10:47:31,430.0,,,,
5525,1013,review,2024-10-29 10:47:31,,,,5.0,Newspaper example enter change when lose level ball others go fear.
5107,1020,browse,2024-10-29 10:47:31,508.0,,,,
5396,1039,browse,2024-10-29 10:47:31,363.0,,,,
5646,1030,browse,2024-10-29 10:47:31,187.0,,,,
5842,1028,browse,2024-10-29 10:47:31,39.0,,,,
5775,1021,browse,2024-10-29 10:47:31,351.0,,,,
5359,1032,purchase,2024-10-29 10:47:31,,1.0,562.37,,
5394,1044,purchase,2024-10-29 10:47:31,,1.0,2338.04,,
5465,1022,browse,2024-10-29 10:47:31,218.0,,,,
5791,1038,browse,2024-10-29 10:47:31,343.0,,,,
5515,1011,browse,2024-10-29 10:47:31,309.0,,,,
5370,1014,purchase,2024-10-29 10:47:31,,1.0,1248.92,,
5136,1049,browse,2024-10-29 10:47:31,282.0,,,,
5705,1021,purchase,2024-10-29 10:47:31,,1.0,2803.51,,
5012,1000,purchase,2024-10-29 10:47:31,,1.0,521.32,,
5930,1033,browse,2024-10-29 10:47:31,549.0,,,,
5867,1037,purchase,2024-10-29 10:47:31,,1.0,2955.73,,
5511,1048,browse,2024-10-29 10:47:31,449.0,,,,
5276,1006,browse,2024-10-29 10:47:31,391.0,,,,
5407,1018,browse,2024-10-29 10:47:31,159.0,,,,
5510,1005,review,2024-10-29 10:47:31,,,,1.0,Establish among along medical practice it field.
5544,1044,browse,2024-10-29 10:47:31,568.0,,,,
5426,1015,browse,2024-10-29 10:47:31,81.0,,,,
5384,1025,purchase,2024-10-29 10:47:31,,1.0,1185.79,,
5795,1003,review,2024-10-29 10:47:31,,,,2.0,Wrong scene outside letter member relationship possible into contain amount government ball.
5676,1003,browse,2024-10-29 10:47:31,586.0,,,,
5205,1003,browse,2024-10-29 10:47:31,573.0,,,,
5063,1038,purchase,2024-10-29 10:47:31,,2.0,1297.17,,
5512,1034,purchase,2024-10-29 10:47:31,,2.0,2137.71,,
5921,1048,purchase,2024-10-29 10:47:31,,1.0,1439.27,,
5920,1032,purchase,2024-10-29 10:47:31,,2.0,602.61,,
5998,1027,browse,2024-10-29 10:47:31,244.0,,,,
5202,1022,browse,2024-10-29 10:47:31,216.0,,,,
5715,1024,browse,2024-10-29 10:47:31,302.0,,,,
5963,1041,browse,2024-10-29 10:47:31,503.0,,,,
5295,1032,purchase,2024-10-29 10:47:31,,2.0,528.44,,
5858,1000,purchase,2024-10-29 10:47:31,,1.0,662.65,,
5024,1048,review,2024-10-29 10:47:31,,,,5.0,Beat agency where benefit almost cell accept similar.
5783,1045,browse,2024-10-29 10:47:31,298.0,,,,
5109,1040,browse,2024-10-29 10:47:31,514.0,,,,
5836,1039,purchase,2024-10-29 10:47:31,,2.0,876.63,,
5468,1044,browse,2024-10-29 10:47:31,43.0,,,,
5144,1048,purchase,2024-10-29 10:47:31,,2.0,1416.58,,
5655,1037,purchase,2024-10-29 10:47:31,,2.0,2774.48,,
5735,1033,browse,2024-10-29 10:47:31,89.0,,,,
5967,1019,browse,2024-10-29 10:47:31,149.0,,,,
5296,1005,purchase,2024-10-29 10:47:31,,2.0,985.44,,
5366,1014,browse,2024-10-29 10:47:31,286.0,,,,
5684,1034,browse,2024-10-29 10:47:31,421.0,,,,
5989,1032,browse,2024-10-29 10:47:31,181.0,,,,
5012,1049,browse,2024-10-29 10:47:31,476.0,,,,
5566,1023,browse,2024-10-29 10:47:31,172.0,,,,
5359,1031,purchase,2024-10-29 10:47:31,,1.0,2784.94,,
5946,1005,review,2024-10-29 10:47:31,,,,2.0,Large boy treat end dream population newspaper appear.
5983,1010,purchase,2024-10-29 10:47:31,,2.0,1838.25,,
5626,1026,browse,2024-10-29 10:47:31,416.0,,,,
5857,1043,browse,2024-10-29 10:47:31,422.0,,,,
5160,1042,purchase,2024-10-29 10:47:31,,2.0,2629.88,,
5934,1034,browse,2024-10-29 10:47:31,162.0,,,,
5354,1007,browse,2024-10-29 10:47:31,581.0,,,,
5257,1017,browse,2024-10-29 10:47:31,578.0,,,,
5442,1012,purchase,2024-10-29 10:47:31,,1.0,539.06,,
5755,1030,browse,2024-10-29 10:47:31,100.0,,,,
5892,1041,browse,2024-10-29 10:47:31,566.0,,,,
5044,1043,browse,2024-10-29 10:47:31,381.0,,,,
5850,1026,review,2024-10-29 10:47:31,,,,4.0,Way party form painting after reveal sort.
5109,1012,review,2024-10-29 10:47:31,,,,5.0,Although him life table wish bill growth process million.
5066,1014,browse,2024-10-29 10:47:31,11.0,,,,
5944,1046,purchase,2024-10-29 10:47:31,,2.0,780.63,,
5424,1007,browse,2024-10-29 10:47:31,327.0,,,,
5767,1024,browse,2024-10-29 10:47:31,408.0,,,,
5954,1042,browse,2024-10-29 10:47:31,248.0,,,,
5932,1029,purchase,2024-10-29 10:47:31,,1.0,2576.87,,
5084,1046,browse,2024-10-29 10:47:31,390.0,,,,
5628,1038,purchase,2024-10-29 10:47:31,,2.0,1375.56,,
5445,1043,purchase,2024-10-29 10:47:31,,1.0,1538.94,,
5825,1022,browse,2024-10-29 10:47:31,395.0,,,,
5657,1005,browse,2024-10-29 10:47:31,23.0,,,,
5205,1014,purchase,2024-10-29 10:47:31,,2.0,1242.64,,
5569,1005,browse,2024-10-29 10:47:31,194.0,,,,
5364,1040,browse,2024-10-29 10:47:31,295.0,,,,
5576,1017,browse,2024-10-29 10:47:31,339.0,,,,
5586,1047,browse,2024-10-29 10:47:31,154.0,,,,
5771,1020,browse,2024-10-29 10:47:31,240.0,,,,
5184,1018,browse,2024-10-29 10:47:31,454.0,,,,
5337,1036,browse,2024-10-29 10:47:31,369.0,,,,
5331,1039,purchase,2024-10-29 10:47:31,,1.0,1041.04,,
5226,1022,browse,2024-10-29 10:47:31,69.0,,,,
5552,1001,purchase,2024-10-29 10:47:31,,2.0,910.13,,
5380,1016,browse,2024-10-29 10:47:31,581.0,,,,
5365,1043,browse,2024-10-29 10:47:31,263.0,,,,
5984,1018,browse,2024-10-29 10:47:31,71.0,,,,
5281,1026,purchase,2024-10-29 10:47:31,,2.0,770.32,,
5182,1046,browse,2024-10-29 10:47:31,247.0,,,,
5705,1017,browse,2024-10-29 10:47:31,349.0,,,,
5389,1040,browse,2024-10-29 10:47:31,369.0,,,,
5917,1028,purchase,2024-10-29 10:47:31,,1.0,2431.08,,
5264,1005,purchase,2024-10-29 10:47:31,,2.0,896.47,,
5373,1049,browse,2024-10-29 10:47:31,409.0,,,,
5257,1049,browse,2024-10-29 10:47:31,359.0,,,,
5736,1032,browse,2024-10-29 10:47:31,282.0,,,,
5606,1046,browse,2024-10-29 10:47:31,201.0,,,,
5651,1010,review,2024-10-29 10:47:31,,,,2.0,Often various alone town his answer cup.
5182,1049,browse,2024-10-29 10:47:31,353.0,,,,
5711,1000,browse,2024-10-29 10:47:31,48.0,,,,
5324,1003,browse,2024-10-29 10:47:31,55.0,,,,
5815,1009,browse,2024-10-29 10:47:31,300.0,,,,
5202,1002,purchase,2024-10-29 10:47:31,,2.0,1839.76,,
5511,1033,purchase,2024-10-29 10:47:31,,2.0,2191.95,,
5196,1033,purchase,2024-10-29 10:47:31,,1.0,1863.51,,
5877,1015,browse,2024-10-29 10:47:31,13.0,,,,
5037,1035,browse,2024-10-29 10:47:31,244.0,,,,
5670,1003,browse,2024-10-29 10:47:31,488.0,,,,
5148,1020,purchase,2024-10-29 10:47:31,,1.0,1225.78,,
5192,1037,browse,2024-10-29 10:47:31,270.0,,,,
5937,1001,browse,2024-10-29 10:47:31,423.0,,,,
5051,1039,browse,2024-10-29 10:47:31,399.0,,,,
5838,1004,browse,2024-10-29 10:47:31,143.0,,,,
5961,1017,purchase,2024-10-29 10:47:31,,1.0,1304.25,,
5325,1030,browse,2024-10-29 10:47:31,125.0,,,,
5356,1019,purchase,2024-10-29 10:47:31,,2.0,700.72,,
5330,1000,browse,2024-10-29 10:47:31,95.0,,,,
5871,1025,browse,2024-10-29 10:47:31,416.0,,,,
5414,1012,review,2024-10-29 10:47:31,,,,1.0,Region church standard base sure behind stock site.
5325,1008,browse,2024-10-29 10:47:31,256.0,,,,
5146,1049,browse,2024-10-29 10:47:31,365.0,,,,
5955,1036,browse,2024-10-29 10:47:31,443.0,,,,
5284,1042,browse,2024-10-29 10:47:31,434.0,,,,
5092,1020,browse,2024-10-29 10:47:31,71.0,,,,
5336,1018,browse,2024-10-29 10:47:31,158.0,,,,
5704,1041,purchase,2024-10-29 10:47:31,,2.0,997.28,,
5888,1020,purchase,2024-10-29 10:47:31,,2.0,1011.65,,
5326,1010,browse,2024-10-29 10:47:31,320.0,,,,
5267,1010,purchase,2024-10-29 10:47:31,,1.0,1408.0,,
5650,1045,browse,2024-10-29 10:47:31,83.0,,,,
5515,1041,purchase,2024-10-29 10:47:31,,1.0,826.28,,
5948,1026,browse,2024-10-29 10:47:31,547.0,,,,
5006,1008,browse,2024-10-29 10:47:31,90.0,,,,
5881,1013,purchase,2024-10-29 10:47:31,,2.0,2818.26,,
5424,1032,browse,2024-10-29 10:47:31,370.0,,,,
5321,1005,browse,2024-10-29 10:47:31,318.0,,,,
5849,1037,purchase,2024-10-29 10:47:31,,1.0,2994.81,,
5079,1026,purchase,2024-10-29 10:47:31,,1.0,594.66,,
5262,1001,browse,2024-10-29 10:47:31,578.0,,,,
5250,1003,purchase,2024-10-29 10:47:31,,2.0,657.47,,
5167,1039,purchase,2024-10-29 10:47:31,,2.0,886.63,,
5875,1004,browse,2024-10-29 10:47:31,526.0,,,,
5819,1033,browse,2024-10-29 10:47:31,39.0,,,,
